Sample_ID,Biosensor_Type,Pathogen_ID,Pathogen_Class,Microbial_Signature,Signal_Quality,Normalized_Data,Classification_Label
sample_0916,Mass-based,pathogen_0916,Fungi,"[0.5454268416226679, 0.5521077559204752, 0.2353119530095023]",1,"[0.9878992565741647, 1.0, 0.4262065701598227]",Penicillium
sample_0917,Electrochemical,pathogen_0917,Fungi,"[0.5561558303175796, 0.501979550118274, 0.29636237444111213]",1,"[1.0, 0.9025879488337476, 0.5328765038242634]",Aspergillus
sample_0918,Optical,pathogen_0918,Bacteria,"[0.26641914674601574, 0.44244411700088615, -0.04918397981193151]",1,"[0.6021532132734452, 1.0, -0.11116427571763374]",E. coli
sample_0919,Electrochemical,pathogen_0919,Bacteria,"[0.6448654428733793, 0.3616972636997933, 0.29389631417377393]",1,"[1.0, 0.5608879615073642, 0.45574827651523125]",Salmonella
sample_0920,Mass-based,pathogen_0920,Bacteria,"[0.6862541040205801, 0.8148487828818276, 0.759834002235396]",1,"[0.8421858367310137, 1.0, 0.9324846747001768]",L. monocytogenes
sample_0921,Electrochemical,pathogen_0921,Fungi,"[0.20916949349755282, 0.6761499159492975, 0.5706377917543843]",1,"[0.30935372254522003, 1.0, 0.8439515827687758]",Candida
sample_0922,Optical,pathogen_0922,Virus,"[0.47910598531483295, 0.4511261038914912, 0.597804058676124]",1,"[0.8014431791845715, 0.7546387438227492, 1.0]",Influenza
sample_0923,Mass-based,pathogen_0923,Virus,"[0.42521940432275246, 0.8288419640522192, 0.8673295503171464]",1,"[0.49026278900248166, 0.955625187391743, 1.0]",Influenza
sample_0924,Mass-based,pathogen_0924,Fungi,"[0.654442085883695, 0.5467929156028634, 0.4018778171003159]",1,"[1.0, 0.8355100128753599, 0.6140769760515312]",Penicillium
sample_0925,Electrochemical,pathogen_0925,Virus,"[0.3808108330911226, 0.3872002837179964, 0.5543633003598512]",1,"[0.6869337000554127, 0.698459446118917, 1.0]",HIV
sample_0926,Optical,pathogen_0926,Virus,"[0.3200381353728936, 0.32311592490788604, 0.36534518112580877]",1,"[0.8759883855226944, 0.8844127187122229, 1.0]",Hepatitis
sample_0927,Electrochemical,pathogen_0927,Fungi,"[0.4962896009016834, 0.2864489365762705, 0.5777740360273997]",1,"[0.8589683335617176, 0.49578021633821956, 1.0]",Aspergillus
sample_0928,Mass-based,pathogen_0928,Bacteria,"[0.7301366159370885, 0.5152432724065743, 0.3862755090337545]",1,"[1.0, 0.7056806372397707, 0.5290455246351288]",Salmonella
sample_0929,Electrochemical,pathogen_0929,Virus,"[0.3647841913024602, 0.500937586795342, 0.537714728786954]",1,"[0.6783972462970974, 0.9316047338435778, 1.0]",Influenza
sample_0930,Mass-based,pathogen_0930,Bacteria,"[0.7366009578606323, 1.049864165090849, 0.4609961167476654]",1,"[0.7016154873682076, 1.0, 0.43910072567128106]",L. monocytogenes
sample_0931,Electrochemical,pathogen_0931,Bacteria,"[0.41965211946980796, 0.43934208572345734, 0.4430312048396666]",1,"[0.9472292580873178, 0.9916730038969955, 1.0]",E. coli
sample_0932,Optical,pathogen_0932,Bacteria,"[0.38394790464323664, 0.3029146157826782, 0.15786555124469076]",1,"[1.0, 0.7889471777796148, 0.4111639869252028]",E. coli
sample_0933,Optical,pathogen_0933,Fungi,"[0.2440742166581933, 0.3986677417833603, 0.35135411229212044]",1,"[0.6122246449295751, 1.0, 0.8813206474153343]",Penicillium
sample_0934,Mass-based,pathogen_0934,Bacteria,"[0.6183282284551136, 0.4402135312667138, 0.4357763448314291]",1,"[1.0, 0.7119415077758662, 0.7047654057784352]",E. coli
sample_0935,Mass-based,pathogen_0935,Fungi,"[0.46054727808793533, 0.5865126577591915, 0.6436112058674582]",1,"[0.7155675256884478, 0.9112840988663188, 1.0]",Candida
sample_0936,Optical,pathogen_0936,Fungi,"[0.45138568068477114, 0.2891889776543329, 0.6538468576833556]",1,"[0.690353827322923, 0.4422885485432448, 1.0]",Penicillium
sample_0937,Optical,pathogen_0937,Fungi,"[0.2652505316265292, 0.7489134646160357, 0.25713369420929566]",1,"[0.35418048166956356, 1.0, 0.3433423304001175]",Aspergillus
sample_0938,Optical,pathogen_0938,Fungi,"[0.36632016602082396, 0.34473207237055026, 0.5661795161238219]",1,"[0.6470035661634759, 0.6088741513127407, 1.0]",Penicillium
sample_0939,Mass-based,pathogen_0939,Bacteria,"[0.4115081295166748, 0.21026264669372702, 0.5995641164394249]",1,"[0.6863454937237731, 0.3506925129915947, 1.0]",E. coli
sample_0940,Optical,pathogen_0940,Bacteria,"[0.39792234703902885, 0.4880457907667296, 0.4658960236034679]",1,"[0.8153381395091739, 1.0, 0.9546153914605758]",Salmonella
sample_0941,Optical,pathogen_0941,Bacteria,"[0.49251678738536614, 0.23340011152748522, 0.3999960947057664]",1,"[1.0, 0.47389270275748596, 0.8121471286882094]",E. coli
sample_0942,Optical,pathogen_0942,Bacteria,"[0.5016832850331551, 0.6028322999591575, 0.3771417319462257]",1,"[0.832210359443488, 1.0, 0.6256163313939506]",E. coli
sample_0943,Mass-based,pathogen_0943,Virus,"[0.489759461832137, 0.6942842221074975, 0.8892279501317142]",1,"[0.5507693069697065, 0.7807719291826789, 1.0]",Hepatitis
sample_0944,Electrochemical,pathogen_0944,Bacteria,"[0.4005454338307769, 0.37811652015680725, 0.5461335656326027]",1,"[0.7334202822102927, 0.6923517321606549, 1.0]",E. coli
sample_0945,Mass-based,pathogen_0945,Virus,"[0.5481362479226501, 0.37039436019772254, 0.5716632759421522]",1,"[0.9588446048406252, 0.6479240066405867, 1.0]",Hepatitis
sample_0946,Mass-based,pathogen_0946,Bacteria,"[0.5000961832970733, 0.5174676461191019, 0.5122279210694638]",1,"[0.9664298571083412, 1.0, 0.9898742943854849]",L. monocytogenes
sample_0947,Mass-based,pathogen_0947,Virus,"[0.890065697056801, 0.4615154809589609, 0.5902764367830257]",0,"[1.0, 0.518518444745218, 0.6631829973168331]",HIV
sample_0948,Optical,pathogen_0948,Fungi,"[0.4176874213747063, 0.2905668573823332, 0.3022308411437932]",0,"[1.0, 0.6956562312219271, 0.7235813809022099]",Penicillium
sample_0949,Electrochemical,pathogen_0949,Bacteria,"[0.670343028383571, 0.3624138310081885, 0.623893672051851]",0,"[1.0, 0.5406393677011808, 0.9307080787522689]",Salmonella
sample_0950,Optical,pathogen_0950,Virus,"[0.3296130968554809, 0.49405513405806095, 0.6467275457946076]",0,"[0.5096629933251086, 0.7639308658966052, 1.0]",Hepatitis
sample_0951,Electrochemical,pathogen_0951,Bacteria,"[0.5106400711015684, 0.4768799580436358, 0.5134629276937165]",1,"[0.9945023166427471, 0.928752461615101, 1.0]",E. coli
sample_0952,Electrochemical,pathogen_0952,Bacteria,"[0.6054262712208771, 0.3275094365826995, 0.35775073238794386]",1,"[1.0, 0.5409567641031793, 0.590907182911833]",L. monocytogenes
sample_0953,Electrochemical,pathogen_0953,Fungi,"[0.5775143572762014, 0.5037519909477417, 0.44837663065470734]",1,"[1.0, 0.8722761340923995, 0.7763904481430359]",Candida
sample_0954,Electrochemical,pathogen_0954,Bacteria,"[0.4711976139253217, 0.41358987799402586, 0.5494390892158628]",1,"[0.8575975447939022, 0.7527492785129004, 1.0]",L. monocytogenes
sample_0955,Optical,pathogen_0955,Virus,"[0.5765909700953535, 0.6778911438290398, 0.26910186032955496]",1,"[0.8505657218628105, 1.0, 0.39696913402577344]",HIV
sample_0956,Optical,pathogen_0956,Bacteria,"[0.4808829482655391, 0.4401081577334936, 0.3551224204046277]",0,"[1.0, 0.9152084916316682, 0.738479960010003]",E. coli
sample_0957,Optical,pathogen_0957,Fungi,"[0.2869910048604679, -0.09531953621977785, 0.4024106233114957]",1,"[0.7131794943651762, -0.23687132172450986, 1.0]",Penicillium
sample_0958,Mass-based,pathogen_0958,Fungi,"[0.6077020655745892, 0.4756657874986542, 0.7369387671159422]",1,"[0.8246303393060331, 0.6454617516733488, 1.0]",Penicillium
sample_0959,Mass-based,pathogen_0959,Bacteria,"[0.5155707701394826, 0.7120029234277656, 0.5305470469292579]",1,"[0.724113277031774, 1.0, 0.7451472872822876]",L. monocytogenes
sample_0960,Optical,pathogen_0960,Bacteria,"[0.6749927358293504, 0.23507326961815567, 0.6362044075001252]",1,"[1.0, 0.3482604436169609, 0.9425351914616286]",Salmonella
sample_0961,Mass-based,pathogen_0961,Virus,"[0.4104945576540274, 0.7185637356786515, 0.7131110108267242]",1,"[0.5712709078845087, 1.0, 0.9924116336781491]",Hepatitis
sample_0962,Mass-based,pathogen_0962,Fungi,"[0.4962101684182749, 0.39396853323709935, 0.1911913738149481]",1,"[1.0, 0.79395497777266, 0.38530321622467323]",Aspergillus
sample_0963,Mass-based,pathogen_0963,Fungi,"[0.25513659838116515, 0.8141591815586284, 0.7582277063130857]",1,"[0.31337434270867154, 1.0, 0.9313015482568564]",Aspergillus
sample_0964,Electrochemical,pathogen_0964,Virus,"[0.4180082235623961, 0.45303713551788255, 0.5083841647761985]",1,"[0.8222290396208783, 0.8911314846270223, 1.0]",HIV
sample_0965,Mass-based,pathogen_0965,Fungi,"[0.46778609023894424, 0.725906686960973, 0.46526407066294007]",1,"[0.6444162846843893, 1.0, 0.6409419819657263]",Aspergillus
sample_0966,Electrochemical,pathogen_0966,Virus,"[0.6125521279690267, 0.5351468199854198, 0.33333479339126204]",1,"[1.0, 0.8736347415194665, 0.5441737579076974]",Hepatitis
sample_0967,Mass-based,pathogen_0967,Fungi,"[0.7521785490723729, 0.61884982287863, 0.4849665969445171]",1,"[1.0, 0.8227432484505559, 0.6447493052581784]",Penicillium
sample_0968,Mass-based,pathogen_0968,Fungi,"[0.5076623564394187, 0.7699471342166242, 0.5198567416385997]",1,"[0.6593470303073927, 1.0, 0.6751849815864609]",Penicillium
sample_0969,Optical,pathogen_0969,Virus,"[0.09487170870430928, 0.35214535511044526, 0.18516087037142898]",1,"[0.2694106491183283, 1.0, 0.525808072389187]",HIV
sample_0970,Optical,pathogen_0970,Virus,"[0.19195602848522986, 0.1699310302284546, 0.4353350573464481]",1,"[0.44093859487283954, 0.390345384229463, 1.0]",Influenza
sample_0971,Electrochemical,pathogen_0971,Fungi,"[0.6660501197618034, 0.4412841228204239, 0.6757742593319143]",1,"[0.9856103729376665, 0.6530052258230247, 1.0]",Penicillium
sample_0972,Mass-based,pathogen_0972,Fungi,"[0.805737537024643, 0.7707576080017563, 0.476241243635639]",1,"[1.0, 0.9565864473038485, 0.5910625008166567]",Penicillium
sample_0973,Electrochemical,pathogen_0973,Virus,"[0.6402705286485959, 0.4591247405687656, 0.6158042578901828]",1,"[1.0, 0.7170792969931468, 0.9617876043583429]",HIV
sample_0974,Optical,pathogen_0974,Fungi,"[0.3930474469689902, 0.3621502217302209, 0.303909077425851]",1,"[1.0, 0.9213905967917227, 0.7732121904606295]",Candida
sample_0975,Optical,pathogen_0975,Virus,"[0.28130508488945616, 0.39470094122500415, 0.3266718492812566]",1,"[0.7127043680625396, 1.0, 0.8276439581506679]",Influenza
sample_0976,Mass-based,pathogen_0976,Fungi,"[0.6659781946444331, 0.5718293019190975, 0.7495506928574421]",1,"[0.8885032073088834, 0.7628961021157435, 1.0]",Candida
sample_0977,Electrochemical,pathogen_0977,Bacteria,"[0.49397222807905156, 0.5640579216373928, 0.5080327431040824]",1,"[0.8757473463808632, 1.0, 0.9006747775641978]",E. coli
sample_0978,Mass-based,pathogen_0978,Fungi,"[0.5610809155795202, 0.4999009625373954, 0.530372005128361]",1,"[1.0, 0.8909605524919089, 0.9452683033793066]",Candida
sample_0979,Electrochemical,pathogen_0979,Virus,"[0.6097038714681599, 0.41392978062035884, 0.6573036590948562]",1,"[0.9275832608443958, 0.6297390481446022, 1.0]",HIV
sample_0980,Electrochemical,pathogen_0980,Virus,"[0.5954081161467631, 0.5838585504909608, 0.4903439477219414]",1,"[1.0, 0.9806022703712096, 0.8235425994782303]",Influenza
sample_0981,Mass-based,pathogen_0981,Virus,"[0.6770643838643242, 0.602809959137886, 0.6955596147237819]",0,"[0.9734095676805468, 0.8666546279822064, 1.0]",HIV
sample_0982,Electrochemical,pathogen_0982,Bacteria,"[0.35250741927143303, 0.5175174428809626, 0.40149203318664417]",1,"[0.6811507981432724, 1.0, 0.7758038665355553]",Salmonella
sample_0983,Electrochemical,pathogen_0983,Fungi,"[0.43843532262608553, 0.5740890836752489, 0.5484890834066501]",1,"[0.7637060781913421, 1.0, 0.9554076170466251]",Penicillium
sample_0984,Electrochemical,pathogen_0984,Fungi,"[0.26605360839699566, 0.5861537387739841, 0.4109003802144164]",1,"[0.4538973153246126, 1.0, 0.7010112757684824]",Penicillium
sample_0985,Mass-based,pathogen_0985,Virus,"[0.6898044148518996, 0.8010412451239926, 0.3464955624190073]",1,"[0.8611347031763955, 1.0, 0.432556456397415]",Influenza
sample_0986,Mass-based,pathogen_0986,Virus,"[0.789350106773467, 0.3922020427874209, 0.35234182719423296]",1,"[1.0, 0.4968670294992152, 0.4463695186340811]",HIV
sample_0987,Optical,pathogen_0987,Virus,"[0.41504076885937224, 0.20862219347140856, 0.10642291814463323]",1,"[1.0, 0.5026547007532548, 0.25641557680491955]",HIV
sample_0988,Electrochemical,pathogen_0988,Fungi,"[0.44785302469088195, 0.578466325832964, 0.6255022178928834]",1,"[0.7159895071188641, 0.9248029971526428, 1.0]",Aspergillus
sample_0989,Mass-based,pathogen_0989,Fungi,"[0.6668929350098834, 0.6928599471984117, 0.37647219040470886]",1,"[0.9625219897707665, 1.0, 0.5433597250454137]",Candida
sample_0990,Mass-based,pathogen_0990,Fungi,"[0.5874450514709051, 0.6180732311450028, 0.8264813695362843]",1,"[0.7107783346653104, 0.7478368586720673, 1.0]",Candida
sample_0991,Mass-based,pathogen_0991,Bacteria,"[0.3622523308109004, 0.5595517683613029, 0.5440384071989576]",1,"[0.6473973478303688, 1.0, 0.9722753781874774]",L. monocytogenes
sample_0992,Optical,pathogen_0992,Fungi,"[0.1461339773577004, 0.22872462558207818, 0.1484535769925866]",1,"[0.6389079312549142, 1.0, 0.6490493824824901]",Penicillium
sample_0993,Electrochemical,pathogen_0993,Bacteria,"[0.38227904770235765, 0.43546081817409554, 0.49336386837776325]",1,"[0.7748420024338929, 0.8826362165635283, 1.0]",Salmonella
sample_0994,Mass-based,pathogen_0994,Bacteria,"[0.7949869325592276, 0.7144534429696038, 0.3343934417695]",1,"[1.0, 0.8986983479962748, 0.4206275953404897]",Salmonella
sample_0995,Mass-based,pathogen_0995,Virus,"[0.37943992669188165, 0.5860019675213569, 0.4152775499577697]",1,"[0.6475062332927285, 1.0, 0.7086623816542644]",Influenza
sample_0996,Optical,pathogen_0996,Virus,"[0.4742671368009727, 0.6502627749042126, 0.7100183427255123]",1,"[0.6679646260692743, 0.9158394026949797, 1.0]",Hepatitis
sample_0997,Electrochemical,pathogen_0997,Fungi,"[0.4366640345020176, 0.5544085809506821, 0.44681346009622064]",1,"[0.7876213491379228, 1.0, 0.805928110510193]",Aspergillus
sample_0998,Optical,pathogen_0998,Fungi,"[0.36017198514109483, 0.7499662724989562, 0.48803184347579764]",1,"[0.4802509104055691, 1.0, 0.6507383883406261]",Penicillium
sample_0999,Mass-based,pathogen_0999,Fungi,"[0.5349732742012165, 0.7582471809010799, 0.5461623751924026]",0,"[0.7055394173249272, 1.0, 0.7202959522294016]",Aspergillus
sample_1000,Mass-based,pathogen_1000,Virus,"[0.3057876047446881, 0.5213449440538958, 0.46141982229315937]",1,"[0.5865360510968651, 1.0, 0.8850566741958441]",Hepatitis
